avg_wait,p95_wait,med_wait,pct_open
9.249825783972126,40.0,0.0,52.85714285714286
7.483477576711251,30.0,5.0,62.863886703383166
10.46119733924612,40.0,5.0,67.49445676274945
11.957947855340622,45.0,5.0,74.17998317914214
11.463414634146341,45.0,5.0,71.30081300813008
10.927396483267158,35.0,5.0,80.65796937039138
11.618466898954704,40.0,10.0,79.61672473867596
11.274265803882528,50.0,0.0,54.15629666500747
16.951219512195124,60.0,10.0,66.79174484052533
11.070460704607045,35.0,10.0,81.16531165311653
